query_id,precision@50,recall@50,AP,RR
37,0.1,0.5555555555555556,0.10127709646099131,0.25
38,0.04,0.2,0.046417649909923406,0.2
39,0.14,0.5384615384615384,0.19630892099272135,1.0
40,0.04,0.16666666666666666,0.07176003002387558,0.25
41,0.06,1.0,0.8095238095238094,1.0
42,0.06,0.6,0.20323361823361824,0.2
43,0.1,0.8333333333333334,0.7904040404040403,1.0
44,0.0,0.0,0.0018743305019403248,0.001594896331738437
45,0.1,0.4166666666666667,0.19507943598697985,1.0
46,0.16,0.5333333333333333,0.279154314834717,0.5
47,0.18,0.6428571428571429,0.3095270546992835,0.3333333333333333
48,0.06,0.2727272727272727,0.09135658591744863,0.5
49,0.02,0.5,0.10409836065573772,0.2
50,0.02,0.16666666666666666,0.02695979534034738,0.1
51,0.16,0.8,0.6202785145888593,1.0
52,0.08,1.0,0.7986111111111112,1.0
53,0.12,0.6,0.2381653985151516,1.0
54,0.08,0.4444444444444444,0.11716772189881954,0.5
55,0.12,0.6,0.2658386464235861,1.0
56,0.1,0.5,0.12098539503114761,0.14285714285714285
57,0.1,0.35714285714285715,0.08155233998615212,0.16666666666666666
58,0.14,0.7777777777777778,0.1495911935682585,0.1
59,0.06,0.75,0.1727969348659004,0.25
60,0.06,0.6,0.3755706763030514,1.0
61,0.08,0.8,0.5997584541062803,1.0
62,0.02,0.2,0.03496720670633714,0.09090909090909091
63,0.02,0.3333333333333333,0.028698636853976663,0.030303030303030304
64,0.04,1.0,0.14545454545454545,0.2
65,0.16,0.5333333333333333,0.33919756039613463,1.0
66,0.08,0.8,0.14681426416720536,0.2
67,0.22,0.7857142857142857,0.645581302575985,1.0
68,0.04,0.4,0.09595676825979857,0.3333333333333333
69,0.04,0.4,0.05898659725694015,0.14285714285714285
70,0.06,0.3,0.06032098678211809,0.16666666666666666
71,0.08,0.5,0.04252847032241038,0.04
72,0.08,0.23529411764705882,0.05372829338568902,0.1
73,0.22,0.55,0.3494699578963877,1.0
74,0.1,0.8333333333333334,0.1448733245638512,0.16666666666666666
75,0.04,0.4,0.11226819212533498,0.25
76,0.08,0.5714285714285714,0.3438821694468151,1.0
77,0.12,1.0,0.5877450980392156,1.0
78,0.06,1.0,0.47883597883597884,1.0
79,0.04,0.4,0.0866868537057636,0.25
80,0.04,0.5,0.03866553068680728,0.06666666666666667
81,0.04,1.0,0.24285714285714285,0.2
82,0.06,0.6,0.35695054945054944,1.0
83,0.0,0.0,0.010310230518155855,0.0125
84,0.14,0.6363636363636364,0.27042512738757524,1.0
85,0.0,0.0,0.014763111145200014,0.018867924528301886
86,0.04,1.0,0.7,1.0
87,0.02,0.125,0.014285933459178404,0.02127659574468085
88,0.12,1.0,0.8357142857142857,1.0
89,0.08,0.6666666666666666,0.2568398048874722,0.5
90,0.1,0.38461538461538464,0.10376938861237288,0.14285714285714285
91,0.12,0.6666666666666666,0.2543968214850408,0.5
92,0.2,0.7692307692307693,0.6114392278231789,1.0
93,0.02,1.0,0.5,0.5
94,0.16,0.6666666666666666,0.5710254633777433,1.0
95,0.02,0.5,0.5163934426229508,1.0
96,0.14,0.5384615384615384,0.2484284962408264,0.5
97,0.08,0.4,0.1096568820933663,0.3333333333333333
98,0.0,0.0,0.019052928854629468,0.017857142857142856
99,0.06,0.75,0.21171089520494973,0.5
100,0.1,0.5555555555555556,0.20609829208547953,0.5
101,0.12,1.0,0.7003968253968255,1.0
102,0.04,0.5,0.38960046384145053,1.0
103,0.0,0.0,0.006907757022387911,0.009708737864077669
104,0.02,0.2,0.014818897798395996,0.03333333333333333
105,0.08,0.8,0.5308080808080807,1.0
106,0.08,0.8,0.17012426219322768,0.3333333333333333
107,0.08,0.5714285714285714,0.2346732052869655,0.5
108,0.14,1.0,0.7428880643166356,1.0
109,0.04,0.4,0.032088481328727304,0.034482758620689655
110,0.02,0.25,0.15154375469909448,0.5
111,0.12,0.8571428571428571,0.2535916464487893,0.14285714285714285
112,0.04,1.0,0.2763157894736842,0.5
113,0.04,0.5,0.33645273995898045,1.0
114,0.04,0.5,0.06930201375611453,0.125
115,0.02,0.25,0.012819478479199103,0.03125
116,0.06,0.6,0.04924434535232959,0.1
117,0.04,1.0,0.06876456876456877,0.07692307692307693
118,0.04,0.6666666666666666,0.16075268817204302,0.2
119,0.02,1.0,0.25,0.25
120,0.16,0.8888888888888888,0.46800643881930376,0.5
121,0.14,1.0,0.5552154195011338,1.0
122,0.08,0.4444444444444444,0.1290701581439083,0.16666666666666666
123,0.02,0.5,0.07142857142857142,0.1111111111111111
124,0.0,0.0,0.0030676667124685153,0.0033112582781456954
125,0.24,0.7058823529411765,0.2888255011123789,1.0
126,0.06,0.375,0.20801107411896858,1.0
127,0.06,0.6,0.11695153093878805,0.25
128,0.02,0.5,0.025787713430734025,0.043478260869565216
129,0.08,0.5714285714285714,0.28822111848692045,0.5
130,0.08,0.8,0.6662464985994397,1.0
131,0.16,1.0,0.2518837570453283,0.125
132,0.26,0.8666666666666667,0.6400752376614445,1.0
133,0.12,0.8571428571428571,0.14663736657982634,0.1
134,0.04,1.0,0.17045454545454547,0.25
135,0.16,1.0,0.6393055555555556,1.0
136,0.04,0.6666666666666666,0.1413105413105413,0.3333333333333333
137,0.08,1.0,0.26388888888888884,0.25
138,0.04,1.0,0.10267857142857142,0.14285714285714285
139,0.0,0.0,0.003916891230543653,0.002008032128514056
140,0.04,0.3333333333333333,0.1293792290605328,0.3333333333333333
141,0.1,0.8333333333333334,0.2233675312943606,0.5
142,0.02,1.0,0.06666666666666667,0.06666666666666667
143,0.04,1.0,0.45,0.5
144,0.12,1.0,0.6952020202020202,1.0
145,0.1,0.7142857142857143,0.48637370381556433,1.0
146,0.04,1.0,0.8333333333333333,1.0
147,0.14,0.7,0.2530399444579411,0.5
148,0.08,0.6666666666666666,0.42260752688172043,1.0
149,0.18,0.8181818181818182,0.3380457839409616,1.0
150,0.04,1.0,0.41666666666666663,0.3333333333333333
151,0.04,0.4,0.020922474888094962,0.029411764705882353
152,0.0,0.0,0.007545967296019103,0.006172839506172839
153,0.0,0.0,0.010874088107513296,0.010752688172043012
154,0.04,1.0,0.5833333333333333,0.5
155,0.06,0.5,0.29934526028195113,0.5
156,0.2,0.7142857142857143,0.5309132300211535,1.0
157,0.28,0.358974358974359,0.24290034688317258,0.5
158,0.08,0.5,0.2096028296231058,1.0
159,0.08,0.5,0.11937940412078342,0.25
160,0.02,0.2,0.03104898293881132,0.058823529411764705
161,0.1,0.8333333333333334,0.45179014533853246,1.0
162,0.1,0.625,0.15163254290980596,0.25
163,0.04,0.6666666666666666,0.16642964878258995,0.2
164,0.1,0.625,0.37635796241171315,1.0
165,0.04,1.0,0.24358974358974358,0.3333333333333333
166,0.04,0.25,0.025604517002396517,0.034482758620689655
167,0.04,1.0,0.12237762237762238,0.09090909090909091
168,0.04,1.0,0.3,0.5
169,0.06,0.75,0.14385988020631135,0.25
170,0.08,0.6666666666666666,0.4276152742684271,1.0
171,0.06,1.0,0.4583333333333333,1.0
172,0.08,1.0,0.6220238095238095,0.5
173,0.04,1.0,0.5833333333333333,0.5
174,0.06,0.6,0.15908719085798345,0.5
175,0.04,0.4,0.040365786577455834,0.047619047619047616
176,0.04,0.2857142857142857,0.06088875017502782,0.125
177,0.1,1.0,0.7333333333333333,1.0
178,0.08,1.0,0.3996212121212121,0.5
179,0.02,0.25,0.13886554621848743,0.5
180,0.14,1.0,0.3573618410574933,0.5
181,0.06,0.6,0.2573201515968851,1.0
182,0.04,1.0,0.41666666666666663,0.5
183,0.18,0.6923076923076923,0.533694196089154,1.0
184,0.08,0.5714285714285714,0.1560027120176411,0.2
185,0.18,1.0,0.7970233527509069,1.0
186,0.12,0.375,0.13817646143565615,0.5
187,0.08,0.6666666666666666,0.14511812476928757,0.3333333333333333
188,0.16,0.7272727272727273,0.40261697815795566,1.0
189,0.08,0.4444444444444444,0.08947246435995977,0.16666666666666666
190,0.1,1.0,0.2555938697318008,0.25
191,0.22,0.8461538461538461,0.6363976776407297,1.0
192,0.08,1.0,0.38464912280701746,0.3333333333333333
193,0.16,0.8888888888888888,0.7272715710215709,1.0
194,0.08,0.6666666666666666,0.17680334228321848,0.14285714285714285
195,0.02,0.3333333333333333,0.03904249871991808,0.07142857142857142
196,0.06,0.25,0.11174432290507895,1.0
197,0.06,1.0,0.7916666666666666,1.0
198,0.06,0.75,0.4510135135135135,1.0
199,0.04,0.25,0.031439050006021825,0.047619047619047616
200,0.06,1.0,0.3148148148148148,0.5
201,0.1,0.3125,0.24956398517405504,1.0
202,0.14,0.5,0.22957779092783964,0.5
203,0.12,0.42857142857142855,0.09313907582543186,0.25
204,0.06,0.21428571428571427,0.11001613370122577,1.0
205,0.04,1.0,0.6,1.0
206,0.04,0.6666666666666666,0.1399794014297831,0.3333333333333333
207,0.0,0.0,0.011661725393609452,0.019230769230769232
208,0.06,0.5,0.12388935949686995,0.5
209,0.16,0.6666666666666666,0.22427855484037054,0.2
210,0.08,0.6666666666666666,0.3402583985439078,1.0
211,0.14,0.6363636363636364,0.202484799283961,1.0
212,0.22,0.7857142857142857,0.46356961334538715,1.0
213,0.2,0.9090909090909091,0.5616582836993993,1.0
214,0.04,0.5,0.10606069202146422,0.3333333333333333
215,0.02,0.5,0.031339031339031334,0.037037037037037035
216,0.0,0.0,0.0013003901170351106,0.0013003901170351106
217,0.08,0.26666666666666666,0.09914815624898694,0.25
218,0.14,0.4666666666666667,0.2303276924809006,1.0
219,0.08,0.2222222222222222,0.0682041969302941,0.3333333333333333
220,0.12,0.3157894736842105,0.1368168738762231,0.3333333333333333
221,0.1,0.2777777777777778,0.16787157630394664,0.5
222,0.16,0.8888888888888888,0.6564477338670885,1.0
223,0.06,0.75,0.4655275779376499,1.0
224,0.12,0.75,0.14781318657499232,0.14285714285714285
225,0.06,0.125,0.044910974618394876,0.2
